customer_id,first_name,last_name,country,customer_segment,booking_id,trip_id,booking_date,booking_status,booking_amount,destination,trip_type,departure_date,return_date,days_before_departure,base_price,price_difference,price_ratio,payment_attempts,failed_payments,successful_payments,retry_count,payment_success_rate,payment_duration_minutes,payment_methods_used,payment_failures_reasons,total_events,search_events,view_trip_events,booking_started_events,booking_created_events,payment_started_events,payment_failed_events,payment_retry_events,payment_completed_events,booking_confirmed_events,journey_duration_minutes,friction_score,risk_level,anomaly_count,anomaly_summary,total_bookings,total_booking_value,average_booking_value,total_payment_failures,total_payment_attempts,average_friction_score,maximum_friction_score,total_anomalies
C000008,Christopher,Erickson,Other,Standard,B003420,T000048,2026-08-28,Confirmed,1314.05,Jeddah,Cruise,2026-10-01,2026-10-04,34.0,3154.42,-1840.3700000000001,0.4165742038155984,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,51.33,0.0,LOW,0,NO_ANOMALY,2,5822.62,2911.31,0,2,0.0,0.0,0
C000008,Christopher,Erickson,Other,Standard,B002558,T000014,2026-09-08,Confirmed,4508.57,Jeddah,Family,2026-12-26,2027-01-02,109.0,3012.32,1496.2499999999995,1.4967101768736388,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,40.7,0.0,LOW,0,NO_ANOMALY,2,5822.62,2911.31,0,2,0.0,0.0,0
C000010,Anthony,Smith,United Kingdom,Standard,B001917,T000015,2026-01-25,Confirmed,4442.93,Jeddah,Family,2026-06-01,2026-06-11,127.0,4471.86,-28.92999999999938,0.993530656147554,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,68.5,0.0,LOW,0,NO_ANOMALY,3,12121.17,4040.39,0,3,0.0,0.0,0
C000010,Anthony,Smith,United Kingdom,Standard,B000617,T000025,2026-06-19,Confirmed,2776.12,Abu Dhabi,Adventure,2026-11-10,2026-11-18,144.0,4034.03,-1257.9100000000003,0.688175348224976,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,62.43,0.0,LOW,0,NO_ANOMALY,3,12121.17,4040.39,0,3,0.0,0.0,0
C000010,Anthony,Smith,United Kingdom,Standard,B000847,T000023,2026-08-09,Confirmed,4902.12,Abu Dhabi,Adventure,2026-10-04,2026-10-10,56.0,4329.18,572.9399999999996,1.132343769489834,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,58.37,0.0,LOW,0,NO_ANOMALY,3,12121.17,4040.39,0,3,0.0,0.0,0
C000011,Jeffery,Johnson,Saudi Arabia,Standard,B001326,T000030,2026-01-24,Confirmed,2406.1,Red Sea,Cruise,2026-02-18,2026-02-26,25.0,4881.49,-2475.39,0.49290278173262675,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,60.67,0.0,LOW,0,NO_ANOMALY,1,2406.1,2406.1,0,1,0.0,0.0,0
C000012,William,Garrett,Other,Standard,B001857,T000005,2025-12-03,Pending,2903.99,Dubai,Adventure,2026-03-13,2026-03-17,100.0,2936.52,-32.5300000000002,0.9889222617247626,3,2,1,2,0.333,7.82,3,2,12,1,1,1,1,3,2,2,1,0,52.75,100.0,CRITICAL,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,6927.23,3463.615,2,4,50.0,100.0,3
C000012,William,Garrett,Other,Standard,B005013,T000018,2026-08-22,Confirmed,4023.24,Red Sea,Luxury,2026-11-05,2026-11-13,75.0,3651.61,371.62999999999965,1.1017715473448697,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,93.73,0.0,LOW,0,NO_ANOMALY,2,6927.23,3463.615,2,4,50.0,100.0,3
C000013,Anthony,Wilson,United States,Premium,B007385,T000005,2025-12-25,Pending,1750.67,Dubai,Adventure,2026-03-13,2026-03-17,78.0,2936.52,-1185.85,0.5961716589704821,3,2,1,2,0.333,23.77,3,1,12,1,1,1,1,3,2,2,1,0,107.13,100.0,CRITICAL,3,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM | PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,1750.67,1750.67,2,3,100.0,100.0,3
C000014,James,Charles,Saudi Arabia,Premium,B001697,T000033,2026-04-29,Confirmed,589.09,Dubai,Cruise,2026-07-07,2026-07-11,69.0,2685.26,-2096.17,0.21937912902288792,2,1,1,1,0.5,5.9,1,1,10,1,1,1,1,2,1,1,1,1,60.47,30.0,MEDIUM,0,NO_ANOMALY,1,589.09,589.09,1,2,30.0,30.0,0
C000016,Amy,Duarte,Saudi Arabia,Premium,B004989,T000013,2025-11-06,Confirmed,3101.8,Mediterranean,Business,2026-04-10,2026-04-16,155.0,4844.39,-1742.5900000000001,0.64028701239991,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,79.47,0.0,LOW,0,NO_ANOMALY,1,3101.8,3101.8,0,1,0.0,0.0,0
C000017,Jeffrey,Gutierrez,United Arab Emirates,Standard,B000281,T000011,2026-06-11,Confirmed,962.26,Jeddah,Business,2026-11-27,2026-12-03,169.0,1673.73,-711.47,0.57491949119631,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,69.17,0.0,LOW,0,NO_ANOMALY,3,7188.97,2396.3233333333333,0,3,0.0,0.0,0
C000017,Jeffrey,Gutierrez,United Arab Emirates,Standard,B004901,T000048,2026-08-12,Confirmed,4089.3,Jeddah,Cruise,2026-10-01,2026-10-04,50.0,3154.42,934.8800000000001,1.2963714407085931,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,75.62,0.0,LOW,0,NO_ANOMALY,3,7188.97,2396.3233333333333,0,3,0.0,0.0,0
C000017,Jeffrey,Gutierrez,United Arab Emirates,Standard,B002171,T000041,2026-10-16,Confirmed,2137.41,Abu Dhabi,Cruise,2026-11-16,2026-11-25,31.0,3848.77,-1711.3600000000001,0.5553488517110661,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,50.85,0.0,LOW,0,NO_ANOMALY,3,7188.97,2396.3233333333333,0,3,0.0,0.0,0
C000019,Lisa,Castro,United Arab Emirates,Premium,B006197,T000008,2026-01-07,Confirmed,2776.86,Red Sea,Business,2026-04-13,2026-04-19,96.0,1287.3,1489.5600000000002,2.157119552551853,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,33.25,0.0,LOW,0,NO_ANOMALY,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B006481,T000015,2026-01-13,Pending,2850.28,Jeddah,Family,2026-06-01,2026-06-11,139.0,4471.86,-1621.5799999999995,0.6373813133684866,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,81.77,45.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B002827,T000039,2026-02-09,Confirmed,3886.86,Abu Dhabi,Family,2026-02-24,2026-03-02,15.0,1304.7,2582.16,2.9791216371579674,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,81.95,0.0,LOW,0,NO_ANOMALY,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B003981,T000022,2026-02-13,Confirmed,3866.87,Abu Dhabi,Adventure,2026-07-11,2026-07-21,148.0,4494.97,-628.1000000000004,0.8602660306965341,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,86.87,0.0,LOW,0,NO_ANOMALY,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B005307,T000028,2026-05-03,Confirmed,3293.61,Dubai,Luxury,2026-08-24,2026-08-28,113.0,2175.27,1118.3400000000001,1.5141154891116966,3,2,1,2,0.333,21.38,2,2,13,1,1,1,1,3,2,2,1,1,109.93,65.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B003715,T000018,2026-07-03,Confirmed,1267.18,Red Sea,Luxury,2026-11-05,2026-11-13,125.0,3651.61,-2384.4300000000003,0.3470195338494527,3,2,1,2,0.333,27.43,3,2,13,1,1,1,1,3,2,2,1,1,108.23,65.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000019,Lisa,Castro,United Arab Emirates,Premium,B004227,T000046,2026-08-17,Cancelled,1316.33,Dubai,Adventure,2026-11-25,2026-12-04,100.0,3363.5,-2047.17,0.3913572171844804,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,53.63,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,7,19257.99,2751.1414285714286,4,11,30.71,65.0,6
C000021,Linda,Smith,Pakistan,VIP,B001870,T000015,2026-01-15,Cancelled,788.86,Jeddah,Family,2026-06-01,2026-06-11,137.0,4471.86,-3682.9999999999995,0.17640534363777044,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,67.35,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,2187.7400000000002,1093.8700000000001,0,2,20.0,40.0,1
C000021,Linda,Smith,Pakistan,VIP,B007572,T000037,2026-02-12,Confirmed,1398.88,Red Sea,Business,2026-02-20,2026-02-24,8.0,581.34,817.5400000000001,2.4063026800151377,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,88.95,0.0,LOW,0,NO_ANOMALY,2,2187.7400000000002,1093.8700000000001,0,2,20.0,40.0,1
C000022,Helen,Harris,Saudi Arabia,Standard,B007814,T000007,2026-01-05,Confirmed,1055.49,Red Sea,Adventure,2026-01-21,2026-01-25,16.0,1528.48,-472.99,0.6905487804878049,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,59.28,0.0,LOW,0,NO_ANOMALY,3,6247.24,2082.4133333333334,0,3,0.0,0.0,0
C000022,Helen,Harris,Saudi Arabia,Standard,B001611,T000033,2026-03-06,Confirmed,3970.16,Dubai,Cruise,2026-07-07,2026-07-11,123.0,2685.26,1284.8999999999996,1.4785011507265589,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,36.98,0.0,LOW,0,NO_ANOMALY,3,6247.24,2082.4133333333334,0,3,0.0,0.0,0
C000022,Helen,Harris,Saudi Arabia,Standard,B001459,T000023,2026-05-08,Confirmed,1221.59,Abu Dhabi,Adventure,2026-10-04,2026-10-10,149.0,4329.18,-3107.59,0.282175839304441,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,62.52,0.0,LOW,0,NO_ANOMALY,3,6247.24,2082.4133333333334,0,3,0.0,0.0,0
C000023,Matthew,Campbell,Saudi Arabia,Standard,B002310,T000044,2026-01-16,Cancelled,1485.49,Jeddah,Family,2026-05-15,2026-05-25,119.0,2941.43,-1455.9399999999998,0.5050230670116236,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,73.55,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,1485.49,1485.49,0,1,40.0,40.0,1
C000025,Susan,Parker,United Arab Emirates,Premium,B006253,T000033,2026-05-20,Confirmed,3456.35,Dubai,Cruise,2026-07-07,2026-07-11,48.0,2685.26,771.0899999999997,1.2871565509485114,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,88.55,0.0,LOW,0,NO_ANOMALY,2,6066.5599999999995,3033.2799999999997,0,2,0.0,0.0,0
C000025,Susan,Parker,United Arab Emirates,Premium,B003105,T000036,2026-06-13,Confirmed,2610.21,Abu Dhabi,Adventure,2026-06-24,2026-06-28,11.0,1291.66,1318.55,2.020818171964758,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,56.18,0.0,LOW,0,NO_ANOMALY,2,6066.5599999999995,3033.2799999999997,0,2,0.0,0.0,0
C000026,Matthew,Hunter,United States,Standard,B003349,T000011,2026-09-26,Confirmed,2902.33,Jeddah,Business,2026-11-27,2026-12-03,62.0,1673.73,1228.6,1.7340490999145621,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,97.17,0.0,LOW,0,NO_ANOMALY,1,2902.33,2902.33,0,1,0.0,0.0,0
C000027,Christopher,Nguyen,Saudi Arabia,Standard,B005953,T000006,2026-04-08,Confirmed,2273.86,Jeddah,Business,2026-07-08,2026-07-15,91.0,3631.03,-1357.17,0.6262300228860681,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,61.25,0.0,LOW,0,NO_ANOMALY,1,2273.86,2273.86,0,1,0.0,0.0,0
C000028,Colin,Smith,Pakistan,Premium,B001708,T000032,2026-04-13,Confirmed,4813.6,Red Sea,Cruise,2026-06-19,2026-06-28,67.0,1874.14,2939.46,2.5684313871962607,2,1,1,1,0.5,2.82,2,1,10,1,1,1,1,2,1,1,1,1,66.3,30.0,MEDIUM,0,NO_ANOMALY,2,6859.040000000001,3429.5200000000004,2,4,30.0,30.0,0
C000028,Colin,Smith,Pakistan,Premium,B005546,T000027,2026-07-12,Confirmed,2045.44,Dubai,Family,2026-09-10,2026-09-18,60.0,3113.09,-1067.65,0.6570449296358281,2,1,1,1,0.5,6.73,2,1,10,1,1,1,1,2,1,1,1,1,81.23,30.0,MEDIUM,0,NO_ANOMALY,2,6859.040000000001,3429.5200000000004,2,4,30.0,30.0,0
C000029,Melanie,Jennings,Pakistan,Standard,B001471,T000012,2025-11-19,Confirmed,4353.52,Mediterranean,Adventure,2026-03-29,2026-04-07,130.0,4983.14,-629.6199999999999,0.8736499476233861,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,79.75,0.0,LOW,0,NO_ANOMALY,3,11903.060000000001,3967.686666666667,0,3,26.67,40.0,2
C000029,Melanie,Jennings,Pakistan,Standard,B007297,T000022,2026-03-18,Cancelled,4196.33,Abu Dhabi,Adventure,2026-07-11,2026-07-21,115.0,4494.97,-298.6400000000003,0.9335612918439944,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,81.45,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,11903.060000000001,3967.686666666667,0,3,26.67,40.0,2
C000029,Melanie,Jennings,Pakistan,Standard,B005377,T000035,2026-04-06,Cancelled,3353.21,Mediterranean,Cruise,2026-07-09,2026-07-15,94.0,4975.06,-1621.8500000000004,0.674003931610875,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,48.83,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,11903.060000000001,3967.686666666667,0,3,26.67,40.0,2
C000031,Lindsay,Ramsey,Pakistan,Premium,B007358,T000024,2026-05-31,Confirmed,4021.81,Jeddah,Adventure,2026-06-10,2026-06-14,10.0,4710.36,-688.5499999999997,0.8538222131641743,2,1,1,1,0.5,2.2,2,1,10,1,1,1,1,2,1,1,1,1,45.53,30.0,MEDIUM,0,NO_ANOMALY,1,4021.81,4021.81,1,2,30.0,30.0,0
C000033,Amanda,Johnson,Saudi Arabia,Standard,B003304,T000010,2026-06-28,Confirmed,1287.64,Mediterranean,Family,2026-08-03,2026-08-12,36.0,2824.86,-1537.22,0.4558243594372819,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,95.2,0.0,LOW,0,NO_ANOMALY,1,1287.64,1287.64,0,1,0.0,0.0,0
C000035,Nicholas,Rivera,Other,Standard,B000052,T000039,2025-10-05,Confirmed,1088.6,Abu Dhabi,Family,2026-02-24,2026-03-02,142.0,1304.7,-216.10000000000014,0.8343680539587643,3,2,1,2,0.333,13.25,2,2,13,1,1,1,1,3,2,2,1,1,52.1,65.0,HIGH,2,MULTIPLE_PAYMENT_FAILURES | PAYMENT_RETRY_STORM,2,3213.44,1606.72,2,4,55.0,65.0,3
C000035,Nicholas,Rivera,Other,Standard,B005378,T000016,2026-02-18,Pending,2124.84,Jeddah,Adventure,2026-05-11,2026-05-20,82.0,1349.18,775.6600000000001,1.574912168872945,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,49.75,45.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,3213.44,1606.72,2,4,55.0,65.0,3
C000036,Andrea,Morgan,United States,Premium,B001904,T000043,2026-06-30,Confirmed,4185.64,Abu Dhabi,Cruise,2026-11-03,2026-11-12,126.0,1886.27,2299.3700000000003,2.2190036421085,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,43.3,0.0,LOW,0,NO_ANOMALY,1,4185.64,4185.64,0,1,0.0,0.0,0
C000037,Maria,Chambers,United Arab Emirates,VIP,B001382,T000016,2026-04-14,Confirmed,1355.17,Jeddah,Adventure,2026-05-11,2026-05-20,27.0,1349.18,5.990000000000009,1.0044397337642124,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,93.22,0.0,LOW,0,NO_ANOMALY,1,1355.17,1355.17,0,1,0.0,0.0,0
C000039,Michelle,Robles,United Kingdom,Standard,B001265,T000047,2025-12-19,Confirmed,4358.47,Abu Dhabi,Family,2026-06-16,2026-06-22,179.0,1627.08,2731.3900000000003,2.678706640116036,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,51.53,0.0,LOW,0,NO_ANOMALY,3,8115.3,2705.1,0,3,15.0,45.0,1
C000039,Michelle,Robles,United Kingdom,Standard,B001484,T000015,2026-03-12,Pending,1718.78,Jeddah,Family,2026-06-01,2026-06-11,81.0,4471.86,-2753.08,0.3843546085968702,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,85.63,45.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,3,8115.3,2705.1,0,3,15.0,45.0,1
C000039,Michelle,Robles,United Kingdom,Standard,B002271,T000033,2026-06-21,Confirmed,2038.05,Dubai,Cruise,2026-07-07,2026-07-11,16.0,2685.26,-647.2100000000003,0.7589767843709733,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,62.38,0.0,LOW,0,NO_ANOMALY,3,8115.3,2705.1,0,3,15.0,45.0,1
C000041,Janet,Olson,Saudi Arabia,Standard,B002719,T000001,2026-02-04,Cancelled,2891.37,Mediterranean,Adventure,2026-04-13,2026-04-21,68.0,4269.7,-1378.33,0.6771834086703984,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,77.92,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,4848.79,2424.395,0,2,20.0,40.0,1
C000041,Janet,Olson,Saudi Arabia,Standard,B001144,T000014,2026-10-15,Confirmed,1957.42,Jeddah,Family,2026-12-26,2027-01-02,72.0,3012.32,-1054.9,0.6498048016147023,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,77.55,0.0,LOW,0,NO_ANOMALY,2,4848.79,2424.395,0,2,20.0,40.0,1
C000043,Jeremy,Mcclain,Saudi Arabia,Standard,B003651,T000010,2026-06-17,Cancelled,1333.87,Mediterranean,Family,2026-08-03,2026-08-12,47.0,2824.86,-1490.9900000000002,0.47218977223650016,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,87.7,40.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,2654.1899999999996,1327.0949999999998,0,2,20.0,40.0,1
C000043,Jeremy,Mcclain,Saudi Arabia,Standard,B001863,T000019,2026-08-18,Confirmed,1320.32,Abu Dhabi,Business,2026-09-15,2026-09-18,28.0,4309.98,-2989.66,0.306340168631873,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,79.5,0.0,LOW,0,NO_ANOMALY,2,2654.1899999999996,1327.0949999999998,0,2,20.0,40.0,1
C000044,Keith,Herrera,Other,Standard,B004092,T000001,2026-03-07,Pending,4920.14,Mediterranean,Adventure,2026-04-13,2026-04-21,37.0,4269.7,650.4400000000005,1.1523385717966135,1,0,1,0,1.0,0.0,1,0,6,1,1,1,1,1,0,0,1,0,49.9,45.0,MEDIUM,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,1,4920.14,4920.14,0,1,45.0,45.0,1
C000045,Christopher,Rogers,Saudi Arabia,Premium,B006477,T000012,2025-10-16,Confirmed,2482.43,Mediterranean,Adventure,2026-03-29,2026-04-07,164.0,4983.14,-2500.7100000000005,0.49816581512861363,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,46.97,0.0,LOW,0,NO_ANOMALY,3,4953.3099999999995,1651.1033333333332,0,3,0.0,0.0,0
C000045,Christopher,Rogers,Saudi Arabia,Premium,B005589,T000017,2025-12-13,Confirmed,540.64,Jeddah,Luxury,2026-05-30,2026-06-04,168.0,1754.92,-1214.2800000000002,0.3080710231805438,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,98.93,0.0,LOW,0,NO_ANOMALY,3,4953.3099999999995,1651.1033333333332,0,3,0.0,0.0,0
C000045,Christopher,Rogers,Saudi Arabia,Premium,B004941,T000023,2026-09-23,Confirmed,1930.24,Abu Dhabi,Adventure,2026-10-04,2026-10-10,11.0,4329.18,-2398.9400000000005,0.44586734670307077,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,57.8,0.0,LOW,0,NO_ANOMALY,3,4953.3099999999995,1651.1033333333332,0,3,0.0,0.0,0
C000047,Craig,Gutierrez,United Arab Emirates,Premium,B001232,T000021,2026-05-02,Confirmed,4009.48,Jeddah,Business,2026-10-21,2026-10-25,172.0,2320.29,1689.19,1.7280081369139202,1,0,1,0,1.0,0.0,1,0,7,1,1,1,1,1,0,0,1,1,66.3,0.0,LOW,0,NO_ANOMALY,1,4009.48,4009.48,0,1,0.0,0.0,0
C000049,Cynthia,Conley,Pakistan,Standard,B006778,T000004,2025-10-29,Pending,2941.1,Mediterranean,Cruise,2026-04-17,2026-04-20,170.0,1440.82,1500.28,2.041268166738385,2,1,1,1,0.5,5.83,2,1,9,1,1,1,1,2,1,1,1,0,33.18,75.0,HIGH,1,PAYMENT_SUCCESS_BOOKING_UNRESOLVED,2,5359.21,2679.605,2,4,55.0,75.0,1
C000049,Cynthia,Conley,Pakistan,Standard,B006862,T000012,2025-12-08,Confirmed,2418.11,Mediterranean,Adventure,2026-03-29,2026-04-07,111.0,4983.14,-2565.03,0.4852582909571074,2,1,1,1,0.5,11.8,2,1,10,1,1,1,1,2,1,1,1,1,89.68,35.0,MEDIUM,0,NO_ANOMALY,2,5359.21,2679.605,2,4,55.0,75.0,1
